city_id,country_name_oa,country_name_wb,iso_code,iso_country_3,city_lat,city_lon,city_pop,city_tier,city_name,city_avg_temp,city_max_temp,nearest_airport_type,nearest_airport_name,nearest_airport_ident,dist_to_nearest_airport_km,nearest_airport_lat,nearest_airport_lon,nearest_airport_elev_m,nearest_runway_length_m,nearest_runway_width_m,nearest_runway_area_km2,country_GDP($b),country_GDPcap($000s),country_pop(m),country_popden_persqkm,air_passengers(m)
2036075,China,China,CN,CHN,41.24,119.40111,91418,Tier 4,Lingyuan,10.010417,30.25,medium_airport,Chaoyang Airport,ZYCY,92.39912256885204,41.538101,120.434998,173.12640000000002,2000.0976,45.110400000000006,0.09022520277504002,18270.3566545332,12.951178239704301,1410.71,150.264001337848,619.215886
2751792,Netherlands,Netherlands,NL,NLD,53.20139,5.80859,91424,Tier 4,Leeuwarden,11.1875,23.75,medium_airport,Leeuwarden Air Base,EHLW,4.40247021454101,53.22859954833984,5.760560035705566,0.9144000000000001,2452.116,49.9872,0.1225744129152,1135.475867551,63.5156030780019,17.877117,530.950905850906,41.4368022
743952,Turkey,Turkiye,TR,TUR,40.59825,43.08548,91450,Tier 4,Kars,6.8125,29.75,medium_airport,Kars Airport,LTCF,4.720782430666584,40.562198638916016,43.1150016784668,1794.9672,3500.0184000000004,45.110400000000006,0.15788723003136002,1141.24286465745,13.3750947282864,85.325965,110.866214934449,125.940241
12324474,China,China,CN,CHN,36.69977,118.67087,91460,Tier 4,Tanfang,14.864583,33.0,medium_airport,Weifang Nanyuan Airport,ZSWF,40.399713190625214,36.646702,119.119003,21.74814479745633,2599.944,45.110400000000006,0.11728451381760002,18270.3566545332,12.951178239704301,1410.71,150.264001337848,619.215886
1786855,China,China,CN,CHN,37.1566,122.43762,91517,Tier 4,Yatou,13.708333,28.75,medium_airport,Weihai Dashuibo Airport,ZSWH,18.793253836918574,37.187099,122.228996,44.196000000000005,2599.944,45.110400000000006,0.11728451381760002,18270.3566545332,12.951178239704301,1410.71,150.264001337848,619.215886
736083,Greece,Greece,GR,GRC,40.5825,22.95028,91518,Tier 4,Kalamariá,16.979166,34.5,large_airport,Thessaloniki Macedonia International Airport,LGTS,7.224665891533042,40.51928,22.970009,6.7056000000000004,3439.9728,49.9872,0.17195460834815998,242.946187738269,23.343710396456203,10.407351,80.7397284716835,19.090513
1802476,China,China,CN,CHN,24.67193,102.1613,91534,Tier 4,Longquan,17.052084,27.5,large_airport,Kunming Changshui International Airport,ZPPP,92.16188794667842,25.110313,102.936743,2104.0344,4500.0672,60.0456,0.27020923506432004,18270.3566545332,12.951178239704301,1410.71,150.264001337848,619.215886
1000501,South Africa,South Africa,ZA,ZAF,-33.30422,26.53276,91548,Tier 4,Grahamstown,17.489584,28.0,small_airport,Grahamstown Airport,FAGT,3.8845448365652935,-33.284698,26.4981,650.748,1179.8808000000001,39.9288,0.04711122448704001,381.440724491232,6.03427208964673,63.212384,52.1085690262058,15.454595698999999
3531576,Mexico,Mexico,MX,MEX,18.00135,-93.37559,91558,Tier 4,Cárdenas,27.489584,36.0,large_airport,Carlos Rovirosa Pérez International Airport,MMVA,58.9515258991134,17.994283,-92.818199,14.020800000000001,2200.0464,45.110400000000006,0.09924497312256003,1798.3175814868798,13.8609597809326,129.739759,66.7402757272564,78.76332
1788944,China,China,CN,CHN,25.43333,105.23333,91579,Tier 4,Xingren,16.864584,28.0,medium_airport,Xingyi Wanfenglin Airport,ZUYI,47.59120807390886,25.083423,104.960804,1264.92,2300.0208000000002,45.110400000000006,0.10375485829632002,18270.3566545332,12.951178239704301,1410.71,150.264001337848,619.215886
